date,season,ldh_region,region_name,ed_visits,source_updated
2024-05-24,2024,2,Capital Region,2,9/3/2026
2024-05-24,2024,3,South Central,1,9/3/2026
2024-05-24,2024,9,Northshore,2,9/3/2026
2024-05-25,2024,1,Southeast,4,9/3/2026
2024-05-25,2024,2,Capital Region,3,9/3/2026
2024-05-25,2024,3,South Central,1,9/3/2026
2024-05-25,2024,9,Northshore,0,9/3/2026
2024-05-26,2024,1,Southeast,5,9/3/2026
2024-05-26,2024,2,Capital Region,0,9/3/2026
2024-05-26,2024,3,South Central,3,9/3/2026
2024-05-26,2024,9,Northshore,4,9/3/2026
2024-05-27,2024,1,Southeast,3,9/3/2026
2024-05-27,2024,2,Capital Region,6,9/3/2026
2024-05-27,2024,3,South Central,2,9/3/2026
2024-05-27,2024,9,Northshore,5,9/3/2026
2024-05-28,2024,1,Southeast,7,9/3/2026
2024-05-28,2024,2,Capital Region,3,9/3/2026
2024-05-28,2024,3,South Central,3,9/3/2026
2024-05-28,2024,9,Northshore,6,9/3/2026
2024-05-29,2024,1,Southeast,1,9/3/2026
2024-05-29,2024,2,Capital Region,2,9/3/2026
2024-05-29,2024,3,South Central,2,9/3/2026
2024-05-29,2024,9,Northshore,4,9/3/2026
2024-05-30,2024,1,Southeast,2,9/3/2026
2024-05-30,2024,2,Capital Region,2,9/3/2026
2024-05-30,2024,3,South Central,2,9/3/2026
2024-05-30,2024,9,Northshore,3,9/3/2026
2024-05-31,2024,1,Southeast,1,9/3/2026
2024-05-31,2024,2,Capital Region,3,9/3/2026
2024-05-31,2024,3,South Central,1,9/3/2026
2024-05-31,2024,9,Northshore,0,9/3/2026
2024-06-01,2024,1,Southeast,3,9/3/2026
2024-06-01,2024,2,Capital Region,3,9/3/2026
2024-06-01,2024,3,South Central,0,9/3/2026
2024-06-01,2024,9,Northshore,0,9/3/2026
2024-06-02,2024,1,Southeast,1,9/3/2026
2024-06-02,2024,2,Capital Region,1,9/3/2026
2024-06-02,2024,3,South Central,0,9/3/2026
2024-06-02,2024,9,Northshore,1,9/3/2026
2024-06-03,2024,1,Southeast,7,9/3/2026
2024-06-03,2024,2,Capital Region,1,9/3/2026
2024-06-03,2024,3,South Central,4,9/3/2026
2024-06-03,2024,9,Northshore,1,9/3/2026
2024-06-04,2024,1,Southeast,6,9/3/2026
2024-06-04,2024,2,Capital Region,1,9/3/2026
2024-06-04,2024,3,South Central,1,9/3/2026
2024-06-04,2024,9,Northshore,4,9/3/2026
2024-06-05,2024,1,Southeast,1,9/3/2026
2024-06-05,2024,2,Capital Region,4,9/3/2026
2024-06-05,2024,3,South Central,2,9/3/2026
2024-06-05,2024,9,Northshore,1,9/3/2026
2024-06-06,2024,1,Southeast,1,9/3/2026
2024-06-06,2024,2,Capital Region,2,9/3/2026
2024-06-06,2024,3,South Central,2,9/3/2026
2024-06-06,2024,9,Northshore,2,9/3/2026
2024-06-07,2024,1,Southeast,7,9/3/2026
2024-06-07,2024,2,Capital Region,7,9/3/2026
2024-06-07,2024,3,South Central,1,9/3/2026
2024-06-07,2024,9,Northshore,7,9/3/2026
2024-06-08,2024,1,Southeast,10,9/3/2026
2024-06-08,2024,2,Capital Region,2,9/3/2026
2024-06-08,2024,3,South Central,5,9/3/2026
2024-06-08,2024,9,Northshore,5,9/3/2026
2024-06-09,2024,1,Southeast,4,9/3/2026
2024-06-09,2024,2,Capital Region,2,9/3/2026
2024-06-09,2024,3,South Central,11,9/3/2026
2024-06-09,2024,9,Northshore,7,9/3/2026
2024-06-10,2024,1,Southeast,3,9/3/2026
2024-06-10,2024,2,Capital Region,2,9/3/2026
2024-06-10,2024,3,South Central,1,9/3/2026
2024-06-10,2024,9,Northshore,8,9/3/2026
2024-06-11,2024,1,Southeast,7,9/3/2026
2024-06-11,2024,2,Capital Region,1,9/3/2026
2024-06-11,2024,3,South Central,2,9/3/2026
2024-06-11,2024,9,Northshore,5,9/3/2026
2024-06-12,2024,1,Southeast,7,9/3/2026
2024-06-12,2024,2,Capital Region,2,9/3/2026
2024-06-12,2024,3,South Central,3,9/3/2026
2024-06-12,2024,9,Northshore,1,9/3/2026
2024-06-13,2024,1,Southeast,7,9/3/2026
2024-06-13,2024,2,Capital Region,6,9/3/2026
2024-06-13,2024,3,South Central,7,9/3/2026
2024-06-13,2024,9,Northshore,2,9/3/2026
2024-06-14,2024,1,Southeast,7,9/3/2026
2024-06-14,2024,2,Capital Region,1,9/3/2026
2024-06-14,2024,3,South Central,5,9/3/2026
2024-06-14,2024,9,Northshore,2,9/3/2026
2024-06-15,2024,1,Southeast,7,9/3/2026
2024-06-15,2024,2,Capital Region,4,9/3/2026
2024-06-15,2024,3,South Central,5,9/3/2026
2024-06-15,2024,9,Northshore,10,9/3/2026
2024-06-16,2024,1,Southeast,1,9/3/2026
2024-06-16,2024,2,Capital Region,0,9/3/2026
2024-06-16,2024,3,South Central,4,9/3/2026
2024-06-16,2024,9,Northshore,3,9/3/2026
2024-06-17,2024,1,Southeast,2,9/3/2026
2024-06-17,2024,2,Capital Region,0,9/3/2026
2024-06-17,2024,3,South Central,3,9/3/2026
2024-06-17,2024,9,Northshore,1,9/3/2026
2024-06-18,2024,1,Southeast,1,9/3/2026
2024-06-18,2024,2,Capital Region,1,9/3/2026
2024-06-18,2024,3,South Central,0,9/3/2026
2024-06-18,2024,9,Northshore,1,9/3/2026
2024-06-19,2024,1,Southeast,0,9/3/2026
2024-06-19,2024,2,Capital Region,0,9/3/2026
2024-06-19,2024,3,South Central,5,9/3/2026
2024-06-19,2024,9,Northshore,3,9/3/2026
2024-06-20,2024,1,Southeast,0,9/3/2026
2024-06-20,2024,2,Capital Region,5,9/3/2026
2024-06-20,2024,3,South Central,0,9/3/2026
2024-06-20,2024,9,Northshore,3,9/3/2026
2024-06-21,2024,1,Southeast,1,9/3/2026
2024-06-21,2024,2,Capital Region,2,9/3/2026
2024-06-21,2024,3,South Central,4,9/3/2026
2024-06-21,2024,9,Northshore,6,9/3/2026
2024-06-22,2024,1,Southeast,4,9/3/2026
2024-06-22,2024,2,Capital Region,1,9/3/2026
2024-06-22,2024,3,South Central,6,9/3/2026
2024-06-22,2024,9,Northshore,10,9/3/2026
2024-06-23,2024,1,Southeast,3,9/3/2026
2024-06-23,2024,2,Capital Region,1,9/3/2026
2024-06-23,2024,3,South Central,2,9/3/2026
2024-06-23,2024,9,Northshore,5,9/3/2026
2024-06-24,2024,1,Southeast,8,9/3/2026
2024-06-24,2024,2,Capital Region,1,9/3/2026
2024-06-24,2024,3,South Central,8,9/3/2026
2024-06-24,2024,9,Northshore,6,9/3/2026
2024-06-25,2024,1,Southeast,13,9/3/2026
2024-06-25,2024,2,Capital Region,8,9/3/2026
2024-06-25,2024,3,South Central,4,9/3/2026
2024-06-25,2024,9,Northshore,5,9/3/2026
2024-06-26,2024,1,Southeast,4,9/3/2026
2024-06-26,2024,2,Capital Region,5,9/3/2026
2024-06-26,2024,3,South Central,5,9/3/2026
2024-06-26,2024,9,Northshore,7,9/3/2026
2024-06-27,2024,1,Southeast,8,9/3/2026
2024-06-27,2024,2,Capital Region,0,9/3/2026
2024-06-27,2024,3,South Central,4,9/3/2026
2024-06-27,2024,9,Northshore,4,9/3/2026
2024-06-28,2024,1,Southeast,2,9/3/2026
2024-06-28,2024,2,Capital Region,0,9/3/2026
2024-06-28,2024,3,South Central,4,9/3/2026
2024-06-28,2024,9,Northshore,7,9/3/2026
2024-06-29,2024,1,Southeast,8,9/3/2026
2024-06-29,2024,2,Capital Region,5,9/3/2026
2024-06-29,2024,3,South Central,2,9/3/2026
2024-06-29,2024,9,Northshore,5,9/3/2026
2024-06-30,2024,1,Southeast,6,9/3/2026
2024-06-30,2024,2,Capital Region,3,9/3/2026
2024-06-30,2024,3,South Central,5,9/3/2026
2024-06-30,2024,9,Northshore,10,9/3/2026
2024-07-01,2024,1,Southeast,5,9/3/2026
2024-07-01,2024,2,Capital Region,3,9/3/2026
2024-07-01,2024,3,South Central,7,9/3/2026
2024-07-01,2024,9,Northshore,11,9/3/2026
2024-07-02,2024,1,Southeast,13,9/3/2026
2024-07-02,2024,2,Capital Region,10,9/3/2026
2024-07-02,2024,3,South Central,11,9/3/2026
2024-07-02,2024,9,Northshore,19,9/3/2026
2024-07-03,2024,1,Southeast,6,9/3/2026
2024-07-03,2024,2,Capital Region,7,9/3/2026
2024-07-03,2024,3,South Central,9,9/3/2026
2024-07-03,2024,9,Northshore,10,9/3/2026
2024-07-04,2024,1,Southeast,4,9/3/2026
2024-07-04,2024,2,Capital Region,3,9/3/2026
2024-07-04,2024,3,South Central,3,9/3/2026
2024-07-04,2024,9,Northshore,5,9/3/2026
2024-07-05,2024,1,Southeast,9,9/3/2026
2024-07-05,2024,2,Capital Region,2,9/3/2026
2024-07-05,2024,3,South Central,3,9/3/2026
2024-07-05,2024,9,Northshore,6,9/3/2026
2024-07-06,2024,1,Southeast,7,9/3/2026
2024-07-06,2024,2,Capital Region,3,9/3/2026
2024-07-06,2024,3,South Central,0,9/3/2026
2024-07-06,2024,9,Northshore,2,9/3/2026
2024-07-07,2024,1,Southeast,14,9/3/2026
2024-07-07,2024,2,Capital Region,0,9/3/2026
2024-07-07,2024,3,South Central,2,9/3/2026
2024-07-07,2024,9,Northshore,9,9/3/2026
2024-07-08,2024,1,Southeast,10,9/3/2026
2024-07-08,2024,2,Capital Region,3,9/3/2026
2024-07-08,2024,3,South Central,10,9/3/2026
2024-07-08,2024,9,Northshore,6,9/3/2026
2024-07-09,2024,1,Southeast,9,9/3/2026
2024-07-09,2024,2,Capital Region,4,9/3/2026
2024-07-09,2024,3,South Central,3,9/3/2026
2024-07-09,2024,9,Northshore,6,9/3/2026
2024-07-10,2024,1,Southeast,1,9/3/2026
2024-07-10,2024,2,Capital Region,3,9/3/2026
2024-07-10,2024,3,South Central,5,9/3/2026
2024-07-10,2024,9,Northshore,4,9/3/2026
2024-07-11,2024,1,Southeast,7,9/3/2026
2024-07-11,2024,2,Capital Region,1,9/3/2026
2024-07-11,2024,3,South Central,2,9/3/2026
2024-07-11,2024,9,Northshore,5,9/3/2026
2024-07-12,2024,1,Southeast,3,9/3/2026
2024-07-12,2024,2,Capital Region,3,9/3/2026
2024-07-12,2024,3,South Central,3,9/3/2026
2024-07-12,2024,9,Northshore,4,9/3/2026
2024-07-13,2024,1,Southeast,11,9/3/2026
2024-07-13,2024,2,Capital Region,3,9/3/2026
2024-07-13,2024,3,South Central,3,9/3/2026
2024-07-13,2024,9,Northshore,6,9/3/2026
2024-07-14,2024,1,Southeast,6,9/3/2026
2024-07-14,2024,2,Capital Region,5,9/3/2026
2024-07-14,2024,3,South Central,2,9/3/2026
2024-07-14,2024,9,Northshore,4,9/3/2026
2024-07-15,2024,1,Southeast,9,9/3/2026
2024-07-15,2024,2,Capital Region,6,9/3/2026
2024-07-15,2024,3,South Central,5,9/3/2026
2024-07-15,2024,9,Northshore,6,9/3/2026
2024-07-16,2024,1,Southeast,12,9/3/2026
2024-07-16,2024,2,Capital Region,2,9/3/2026
2024-07-16,2024,3,South Central,5,9/3/2026
2024-07-16,2024,9,Northshore,9,9/3/2026
2024-07-17,2024,1,Southeast,5,9/3/2026
2024-07-17,2024,2,Capital Region,2,9/3/2026
2024-07-17,2024,3,South Central,3,9/3/2026
2024-07-17,2024,9,Northshore,2,9/3/2026
2024-07-18,2024,1,Southeast,5,9/3/2026
2024-07-18,2024,2,Capital Region,2,9/3/2026
2024-07-18,2024,3,South Central,3,9/3/2026
2024-07-18,2024,9,Northshore,1,9/3/2026
2024-07-19,2024,1,Southeast,2,9/3/2026
2024-07-19,2024,2,Capital Region,1,9/3/2026
2024-07-19,2024,3,South Central,4,9/3/2026
2024-07-19,2024,9,Northshore,0,9/3/2026
2024-07-20,2024,1,Southeast,1,9/3/2026
2024-07-20,2024,2,Capital Region,1,9/3/2026
2024-07-20,2024,3,South Central,1,9/3/2026
2024-07-20,2024,9,Northshore,4,9/3/2026
2024-07-21,2024,1,Southeast,1,9/3/2026
2024-07-21,2024,2,Capital Region,1,9/3/2026
2024-07-21,2024,3,South Central,0,9/3/2026
2024-07-21,2024,9,Northshore,1,9/3/2026
2024-07-22,2024,1,Southeast,2,9/3/2026
2024-07-22,2024,2,Capital Region,0,9/3/2026
2024-07-22,2024,3,South Central,5,9/3/2026
2024-07-22,2024,9,Northshore,6,9/3/2026
2024-07-23,2024,1,Southeast,0,9/3/2026
2024-07-23,2024,2,Capital Region,0,9/3/2026
2024-07-23,2024,3,South Central,1,9/3/2026
2024-07-23,2024,9,Northshore,2,9/3/2026
2024-07-24,2024,1,Southeast,7,9/3/2026
2024-07-24,2024,2,Capital Region,0,9/3/2026
2024-07-24,2024,3,South Central,3,9/3/2026
2024-07-24,2024,9,Northshore,2,9/3/2026
2024-07-25,2024,1,Southeast,4,9/3/2026
2024-07-25,2024,2,Capital Region,3,9/3/2026
2024-07-25,2024,3,South Central,4,9/3/2026
2024-07-25,2024,9,Northshore,4,9/3/2026
2024-07-26,2024,1,Southeast,2,9/3/2026
2024-07-26,2024,2,Capital Region,0,9/3/2026
2024-07-26,2024,3,South Central,5,9/3/2026
2024-07-26,2024,9,Northshore,4,9/3/2026
2024-07-27,2024,1,Southeast,3,9/3/2026
2024-07-27,2024,2,Capital Region,1,9/3/2026
2024-07-27,2024,3,South Central,3,9/3/2026
2024-07-27,2024,9,Northshore,2,9/3/2026
2024-07-28,2024,1,Southeast,5,9/3/2026
2024-07-28,2024,2,Capital Region,4,9/3/2026
2024-07-28,2024,3,South Central,3,9/3/2026
2024-07-28,2024,9,Northshore,2,9/3/2026
2024-07-29,2024,1,Southeast,7,9/3/2026
2024-07-29,2024,2,Capital Region,7,9/3/2026
2024-07-29,2024,3,South Central,3,9/3/2026
2024-07-29,2024,9,Northshore,4,9/3/2026
2024-07-30,2024,1,Southeast,15,9/3/2026
2024-07-30,2024,2,Capital Region,10,9/3/2026
2024-07-30,2024,3,South Central,13,9/3/2026
2024-07-30,2024,9,Northshore,17,9/3/2026
2024-07-31,2024,1,Southeast,9,9/3/2026
2024-07-31,2024,2,Capital Region,5,9/3/2026
2024-07-31,2024,3,South Central,9,9/3/2026
2024-07-31,2024,9,Northshore,13,9/3/2026
2024-08-01,2024,1,Southeast,11,9/3/2026
2024-08-01,2024,2,Capital Region,8,9/3/2026
2024-08-01,2024,3,South Central,10,9/3/2026
2024-08-01,2024,9,Northshore,12,9/3/2026
2024-08-02,2024,1,Southeast,8,9/3/2026
2024-08-02,2024,2,Capital Region,1,9/3/2026
2024-08-02,2024,3,South Central,6,9/3/2026
2024-08-02,2024,9,Northshore,7,9/3/2026
2024-08-03,2024,1,Southeast,5,9/3/2026
2024-08-03,2024,2,Capital Region,4,9/3/2026
2024-08-03,2024,3,South Central,3,9/3/2026
2024-08-03,2024,9,Northshore,4,9/3/2026
2024-08-04,2024,1,Southeast,6,9/3/2026
2024-08-04,2024,2,Capital Region,1,9/3/2026
2024-08-04,2024,3,South Central,0,9/3/2026
2024-08-04,2024,9,Northshore,4,9/3/2026
2024-08-05,2024,1,Southeast,8,9/3/2026
2024-08-05,2024,2,Capital Region,5,9/3/2026
2024-08-05,2024,3,South Central,5,9/3/2026
2024-08-05,2024,9,Northshore,8,9/3/2026
2024-08-06,2024,1,Southeast,12,9/3/2026
2024-08-06,2024,2,Capital Region,8,9/3/2026
2024-08-06,2024,3,South Central,4,9/3/2026
2024-08-06,2024,9,Northshore,14,9/3/2026
2024-08-07,2024,1,Southeast,8,9/3/2026
2024-08-07,2024,2,Capital Region,5,9/3/2026
2024-08-07,2024,3,South Central,2,9/3/2026
2024-08-07,2024,9,Northshore,12,9/3/2026
2024-08-08,2024,1,Southeast,10,9/3/2026
2024-08-08,2024,2,Capital Region,3,9/3/2026
2024-08-08,2024,3,South Central,3,9/3/2026
2024-08-08,2024,9,Northshore,7,9/3/2026
2024-08-09,2024,1,Southeast,10,9/3/2026
2024-08-09,2024,2,Capital Region,8,9/3/2026
2024-08-09,2024,3,South Central,7,9/3/2026
2024-08-09,2024,9,Northshore,9,9/3/2026
2024-08-10,2024,1,Southeast,7,9/3/2026
2024-08-10,2024,2,Capital Region,0,9/3/2026
2024-08-10,2024,3,South Central,7,9/3/2026
2024-08-10,2024,9,Northshore,7,9/3/2026
2024-08-11,2024,1,Southeast,4,9/3/2026
2024-08-11,2024,2,Capital Region,1,9/3/2026
2024-08-11,2024,3,South Central,1,9/3/2026
2024-08-11,2024,9,Northshore,3,9/3/2026
2024-08-12,2024,1,Southeast,9,9/3/2026
2024-08-12,2024,2,Capital Region,5,9/3/2026
2024-08-12,2024,3,South Central,7,9/3/2026
2024-08-12,2024,9,Northshore,9,9/3/2026
2024-08-13,2024,1,Southeast,11,9/3/2026
2024-08-13,2024,2,Capital Region,8,9/3/2026
2024-08-13,2024,3,South Central,6,9/3/2026
2024-08-13,2024,9,Northshore,8,9/3/2026
2024-08-14,2024,1,Southeast,5,9/3/2026
2024-08-14,2024,2,Capital Region,6,9/3/2026
2024-08-14,2024,3,South Central,2,9/3/2026
2024-08-14,2024,9,Northshore,11,9/3/2026
2024-08-15,2024,1,Southeast,9,9/3/2026
2024-08-15,2024,2,Capital Region,4,9/3/2026
2024-08-15,2024,3,South Central,13,9/3/2026
2024-08-15,2024,9,Northshore,9,9/3/2026
2024-08-16,2024,1,Southeast,6,9/3/2026
2024-08-16,2024,2,Capital Region,4,9/3/2026
2024-08-16,2024,3,South Central,1,9/3/2026
2024-08-16,2024,9,Northshore,6,9/3/2026
2024-08-17,2024,1,Southeast,12,9/3/2026
2024-08-17,2024,2,Capital Region,5,9/3/2026
2024-08-17,2024,3,South Central,4,9/3/2026
2024-08-17,2024,9,Northshore,10,9/3/2026
2024-08-18,2024,1,Southeast,6,9/3/2026
2024-08-18,2024,2,Capital Region,5,9/3/2026
2024-08-18,2024,3,South Central,4,9/3/2026
2024-08-18,2024,9,Northshore,5,9/3/2026
2024-08-19,2024,1,Southeast,4,9/3/2026
2024-08-19,2024,2,Capital Region,1,9/3/2026
2024-08-19,2024,3,South Central,1,9/3/2026
2024-08-19,2024,9,Northshore,2,9/3/2026
2024-08-20,2024,1,Southeast,5,9/3/2026
2024-08-20,2024,2,Capital Region,0,9/3/2026
2024-08-20,2024,3,South Central,1,9/3/2026
2024-08-20,2024,9,Northshore,0,9/3/2026
2024-08-21,2024,1,Southeast,8,9/3/2026
2024-08-21,2024,2,Capital Region,4,9/3/2026
2024-08-21,2024,3,South Central,3,9/3/2026
2024-08-21,2024,9,Northshore,4,9/3/2026
2024-08-22,2024,1,Southeast,5,9/3/2026
2024-08-22,2024,2,Capital Region,2,9/3/2026
2024-08-22,2024,3,South Central,5,9/3/2026
2024-08-22,2024,9,Northshore,3,9/3/2026
2024-08-23,2024,1,Southeast,1,9/3/2026
2024-08-23,2024,2,Capital Region,1,9/3/2026
2024-08-23,2024,3,South Central,2,9/3/2026
2024-08-23,2024,9,Northshore,2,9/3/2026
2024-08-24,2024,1,Southeast,3,9/3/2026
2024-08-24,2024,2,Capital Region,1,9/3/2026
2024-08-24,2024,3,South Central,2,9/3/2026
2024-08-24,2024,9,Northshore,1,9/3/2026
2024-08-25,2024,1,Southeast,4,9/3/2026
2024-08-25,2024,2,Capital Region,3,9/3/2026
2024-08-25,2024,3,South Central,2,9/3/2026
2024-08-25,2024,9,Northshore,2,9/3/2026
2024-08-26,2024,1,Southeast,4,9/3/2026
2024-08-26,2024,2,Capital Region,2,9/3/2026
2024-08-26,2024,3,South Central,2,9/3/2026
2024-08-26,2024,9,Northshore,1,9/3/2026
2024-08-27,2024,1,Southeast,2,9/3/2026
2024-08-27,2024,2,Capital Region,3,9/3/2026
2024-08-27,2024,3,South Central,2,9/3/2026
2024-08-27,2024,9,Northshore,4,9/3/2026
2024-08-28,2024,1,Southeast,1,9/3/2026
2024-08-28,2024,2,Capital Region,0,9/3/2026
2024-08-28,2024,3,South Central,3,9/3/2026
2024-08-28,2024,9,Northshore,4,9/3/2026
2024-08-29,2024,1,Southeast,1,9/3/2026
2024-08-29,2024,2,Capital Region,1,9/3/2026
2024-08-29,2024,3,South Central,2,9/3/2026
2024-08-29,2024,9,Northshore,3,9/3/2026
2024-08-30,2024,1,Southeast,0,9/3/2026
2024-08-30,2024,2,Capital Region,0,9/3/2026
2024-08-30,2024,3,South Central,2,9/3/2026
2024-08-30,2024,9,Northshore,2,9/3/2026
2024-08-31,2024,1,Southeast,0,9/3/2026
2024-08-31,2024,2,Capital Region,0,9/3/2026
2024-08-31,2024,3,South Central,0,9/3/2026
2024-08-31,2024,9,Northshore,1,9/3/2026
2024-09-01,2024,1,Southeast,0,9/3/2026
2024-09-01,2024,2,Capital Region,0,9/3/2026
2024-09-01,2024,3,South Central,1,9/3/2026
2024-09-01,2024,9,Northshore,2,9/3/2026
2024-09-02,2024,1,Southeast,2,9/3/2026
2024-09-02,2024,2,Capital Region,2,9/3/2026
2024-09-02,2024,3,South Central,0,9/3/2026
2024-09-02,2024,9,Northshore,4,9/3/2026
2024-09-03,2024,1,Southeast,5,9/3/2026
2024-09-03,2024,2,Capital Region,4,9/3/2026
2024-09-03,2024,3,South Central,8,9/3/2026
2024-09-03,2024,9,Northshore,6,9/3/2026
2024-09-04,2024,1,Southeast,3,9/3/2026
2024-09-04,2024,2,Capital Region,0,9/3/2026
2024-09-04,2024,3,South Central,0,9/3/2026
2024-09-04,2024,9,Northshore,1,9/3/2026
2024-09-05,2024,1,Southeast,0,9/3/2026
2024-09-05,2024,2,Capital Region,0,9/3/2026
2024-09-05,2024,3,South Central,0,9/3/2026
2024-09-05,2024,9,Northshore,0,9/3/2026
2024-09-06,2024,1,Southeast,0,9/3/2026
2024-09-06,2024,2,Capital Region,0,9/3/2026
2024-09-06,2024,3,South Central,0,9/3/2026
2024-09-06,2024,9,Northshore,0,9/3/2026
2024-09-07,2024,1,Southeast,0,9/3/2026
2024-09-07,2024,2,Capital Region,0,9/3/2026
2024-09-07,2024,3,South Central,0,9/3/2026
2024-09-07,2024,9,Northshore,2,9/3/2026
2024-09-08,2024,1,Southeast,0,9/3/2026
2024-09-08,2024,2,Capital Region,0,9/3/2026
2024-09-08,2024,3,South Central,0,9/3/2026
2024-09-08,2024,9,Northshore,0,9/3/2026
2024-09-09,2024,1,Southeast,0,9/3/2026
2024-09-09,2024,2,Capital Region,1,9/3/2026
2024-09-09,2024,3,South Central,1,9/3/2026
2024-09-09,2024,9,Northshore,3,9/3/2026
2024-09-10,2024,1,Southeast,0,9/3/2026
2024-09-10,2024,2,Capital Region,0,9/3/2026
2024-09-10,2024,3,South Central,0,9/3/2026
2024-09-10,2024,9,Northshore,1,9/3/2026
2024-09-11,2024,1,Southeast,0,9/3/2026
2024-09-11,2024,2,Capital Region,0,9/3/2026
2024-09-11,2024,3,South Central,0,9/3/2026
2024-09-11,2024,9,Northshore,0,9/3/2026
2024-09-12,2024,1,Southeast,2,9/3/2026
2024-09-12,2024,2,Capital Region,0,9/3/2026
2024-09-12,2024,3,South Central,2,9/3/2026
2024-09-12,2024,9,Northshore,1,9/3/2026
2024-09-13,2024,1,Southeast,1,9/3/2026
2024-09-13,2024,2,Capital Region,2,9/3/2026
2024-09-13,2024,3,South Central,3,9/3/2026
2024-09-13,2024,9,Northshore,4,9/3/2026
2024-09-14,2024,1,Southeast,3,9/3/2026
2024-09-14,2024,2,Capital Region,1,9/3/2026
2024-09-14,2024,3,South Central,4,9/3/2026
2024-09-14,2024,9,Northshore,3,9/3/2026
2024-09-15,2024,1,Southeast,0,9/3/2026
2024-09-15,2024,2,Capital Region,1,9/3/2026
2024-09-15,2024,3,South Central,3,9/3/2026
2024-09-15,2024,9,Northshore,2,9/3/2026
2024-09-16,2024,1,Southeast,1,9/3/2026
2024-09-16,2024,2,Capital Region,0,9/3/2026
2024-09-16,2024,3,South Central,1,9/3/2026
2024-09-16,2024,9,Northshore,2,9/3/2026
2024-09-17,2024,1,Southeast,3,9/3/2026
2024-09-17,2024,2,Capital Region,1,9/3/2026
2024-09-17,2024,3,South Central,1,9/3/2026
2024-09-17,2024,9,Northshore,2,9/3/2026
2024-09-18,2024,1,Southeast,3,9/3/2026
2024-09-18,2024,2,Capital Region,0,9/3/2026
2024-09-18,2024,3,South Central,4,9/3/2026
2024-09-18,2024,9,Northshore,2,9/3/2026
2024-09-19,2024,1,Southeast,4,9/3/2026
2024-09-19,2024,2,Capital Region,2,9/3/2026
2024-09-19,2024,3,South Central,1,9/3/2026
2024-09-19,2024,9,Northshore,5,9/3/2026
2024-09-20,2024,1,Southeast,5,9/3/2026
2024-09-20,2024,2,Capital Region,0,9/3/2026
2024-09-20,2024,3,South Central,2,9/3/2026
2024-09-20,2024,9,Northshore,2,9/3/2026
2024-09-21,2024,1,Southeast,1,9/3/2026
2024-09-21,2024,2,Capital Region,4,9/3/2026
2024-09-21,2024,3,South Central,3,9/3/2026
2024-09-21,2024,9,Northshore,2,9/3/2026
2024-09-22,2024,1,Southeast,1,9/3/2026
2024-09-22,2024,2,Capital Region,2,9/3/2026
2024-09-22,2024,3,South Central,0,9/3/2026
2024-09-22,2024,9,Northshore,0,9/3/2026
2024-09-23,2024,1,Southeast,0,9/3/2026
2024-09-23,2024,2,Capital Region,0,9/3/2026
2024-09-23,2024,3,South Central,1,9/3/2026
2024-09-23,2024,9,Northshore,2,9/3/2026
2024-09-24,2024,1,Southeast,3,9/3/2026
2024-09-24,2024,2,Capital Region,0,9/3/2026
2024-09-24,2024,3,South Central,1,9/3/2026
2024-09-24,2024,9,Northshore,3,9/3/2026
2024-09-25,2024,1,Southeast,5,9/3/2026
2024-09-25,2024,2,Capital Region,0,9/3/2026
2024-09-25,2024,3,South Central,0,9/3/2026
2024-09-25,2024,9,Northshore,3,9/3/2026
2024-09-26,2024,1,Southeast,2,9/3/2026
2024-09-26,2024,2,Capital Region,0,9/3/2026
2024-09-26,2024,3,South Central,1,9/3/2026
2024-09-26,2024,9,Northshore,0,9/3/2026
2024-09-27,2024,1,Southeast,1,9/3/2026
2024-09-27,2024,2,Capital Region,0,9/3/2026
2024-09-27,2024,3,South Central,2,9/3/2026
2024-09-27,2024,9,Northshore,0,9/3/2026
2024-09-28,2024,1,Southeast,2,9/3/2026
2024-09-28,2024,2,Capital Region,0,9/3/2026
2024-09-28,2024,3,South Central,0,9/3/2026
2024-09-28,2024,9,Northshore,0,9/3/2026
2024-09-29,2024,1,Southeast,0,9/3/2026
2024-09-29,2024,2,Capital Region,2,9/3/2026
2024-09-29,2024,3,South Central,1,9/3/2026
2024-09-29,2024,9,Northshore,0,9/3/2026
2024-09-30,2024,1,Southeast,0,9/3/2026
2024-09-30,2024,2,Capital Region,0,9/3/2026
2024-09-30,2024,3,South Central,1,9/3/2026
2024-09-30,2024,9,Northshore,1,9/3/2026
2024-10-01,2024,1,Southeast,0,9/3/2026
2024-10-01,2024,2,Capital Region,0,9/3/2026
2024-10-01,2024,3,South Central,2,9/3/2026
2024-10-01,2024,9,Northshore,2,9/3/2026
2024-10-02,2024,1,Southeast,2,9/3/2026
2024-10-02,2024,2,Capital Region,0,9/3/2026
2024-10-02,2024,3,South Central,1,9/3/2026
2024-10-02,2024,9,Northshore,3,9/3/2026
2024-10-03,2024,1,Southeast,0,9/3/2026
2024-10-03,2024,2,Capital Region,0,9/3/2026
2024-10-03,2024,3,South Central,0,9/3/2026
2024-10-03,2024,9,Northshore,1,9/3/2026
2024-10-04,2024,1,Southeast,0,9/3/2026
2024-10-04,2024,2,Capital Region,0,9/3/2026
2024-10-04,2024,3,South Central,0,9/3/2026
2024-10-04,2024,9,Northshore,0,9/3/2026
2024-10-05,2024,1,Southeast,2,9/3/2026
2024-10-05,2024,2,Capital Region,1,9/3/2026
