date,station,high_f,low_f,average_f,peak_heat_index_f,morning_low_f,hi_hours_105,hi_hours_108,temperature_hours,heat_index_hours,expected_hours
2024-02-09,KREG,78.6,62.6,71.3,78.6,62.6,0,0,17,17,24
2024-02-10,KASD,78.0,60.0,69.3,78.3,60.0,0,0,24,24,24
2024-02-10,KBTR,79.0,65.0,71.5,79.1,65.0,0,0,24,24,24
2024-02-10,KGAO,75.4,69.8,71.7,75.6,,0,0,10,10,24
2024-02-10,KHDC,75.0,61.0,67.4,75.2,61.0,0,0,24,24,24
2024-02-10,KHUM,75.2,60.0,68.2,75.5,60.0,0,0,23,23,24
2024-02-10,KMSY,77.0,64.0,69.8,77.4,64.0,0,0,24,24,24
2024-02-10,KNEW,80.0,65.0,71.6,81.8,65.0,0,0,24,24,24
2024-02-10,KPTN,77.0,64.0,69.5,77.2,64.0,0,0,24,24,24
2024-02-10,KREG,78.3,64.0,70.5,78.3,64.0,0,0,24,24,24
2024-02-11,KASD,76.0,68.0,71.7,76.6,68.0,0,0,24,24,24
2024-02-11,KBTR,80.0,68.0,74.3,81.8,71.0,0,0,24,24,24
2024-02-11,KGAO,75.0,68.7,71.1,75.5,68.7,0,0,24,24,24
2024-02-11,KHDC,74.3,65.3,70.1,74.8,65.3,0,0,24,24,24
2024-02-11,KHUM,73.4,68.0,70.9,74.3,68.0,0,0,23,23,24
2024-02-11,KMSY,77.0,69.0,72.1,77.6,69.0,0,0,24,24,24
2024-02-11,KNEW,77.0,70.0,72.8,77.6,70.0,0,0,24,24,24
2024-02-11,KPTN,75.0,69.0,71.0,75.7,69.0,0,0,24,24,24
2024-02-11,KREG,77.4,69.8,73.4,77.9,69.8,0,0,24,24,24
2024-02-12,KASD,71.0,48.0,60.5,71.7,61.0,0,0,24,24,24
2024-02-12,KBTR,68.0,49.0,56.5,68.4,57.0,0,0,24,24,24
2024-02-12,KGAO,71.0,45.5,60.5,71.6,60.4,0,0,24,24,24
2024-02-12,KHDC,69.0,46.4,57.2,69.6,56.7,0,0,24,24,24
2024-02-12,KHUM,71.8,47.3,60.2,72.5,60.8,0,0,23,23,24
2024-02-12,KMSY,73.0,49.0,60.7,73.7,60.0,0,0,24,24,24
2024-02-12,KNEW,73.0,50.0,61.6,73.6,62.0,0,0,24,24,24
2024-02-12,KPTN,67.0,47.0,57.0,67.5,58.0,0,0,24,24,24
2024-02-12,KREG,70.0,47.0,58.3,70.5,57.7,0,0,24,24,24
2024-02-13,KASD,62.0,44.0,51.3,60.8,47.0,0,0,24,24,24
2024-02-13,KBTR,63.0,44.0,52.4,61.9,44.0,0,0,24,24,24
2024-02-13,KGAO,54.7,42.6,48.9,53.6,45.5,0,0,24,24,24
2024-02-13,KHDC,61.7,40.3,49.8,60.5,45.0,0,0,24,24,24
2024-02-13,KHUM,57.2,44.6,50.1,56.1,44.6,0,0,22,22,24
2024-02-13,KMSY,61.0,47.0,52.0,59.9,47.0,0,0,24,24,24
2024-02-13,KNEW,59.0,49.0,53.8,58.2,49.0,0,0,24,24,24
2024-02-13,KPTN,59.0,44.0,50.2,57.9,44.0,0,0,24,24,24
2024-02-13,KREG,62.4,43.7,51.6,61.3,43.7,0,0,24,24,24
2024-02-14,KASD,65.0,37.0,51.2,63.9,37.0,0,0,24,24,24
2024-02-14,KBTR,69.0,39.0,54.5,68.0,39.0,0,0,24,24,24
2024-02-14,KGAO,62.4,38.5,53.8,61.5,38.5,0,0,23,23,24
2024-02-14,KHDC,65.0,35.0,50.7,64.0,35.0,0,0,23,23,24
2024-02-14,KHUM,64.4,40.6,52.6,63.5,40.6,0,0,19,19,24
2024-02-14,KMSY,64.0,45.0,55.2,63.2,45.0,0,0,24,24,24
2024-02-14,KNEW,64.0,49.0,57.6,63.1,49.0,0,0,24,24,24
2024-02-14,KPTN,65.0,40.0,52.5,64.2,40.0,0,0,24,24,24
2024-02-14,KREG,67.0,37.8,53.7,66.1,37.8,0,0,23,23,24
2024-02-15,KASD,67.0,48.0,57.0,66.3,48.0,0,0,24,24,24
2024-02-15,KBTR,72.0,47.0,60.0,71.5,47.0,0,0,24,24,24
2024-02-15,KGAO,67.6,52.0,60.4,67.1,52.0,0,0,24,24,24
2024-02-15,KHDC,70.0,45.3,56.6,69.3,45.3,0,0,24,24,24
2024-02-15,KHUM,69.8,51.4,60.6,69.3,51.4,0,0,22,22,24
2024-02-15,KMSY,67.0,54.0,60.5,66.6,54.0,0,0,24,24,24
2024-02-15,KNEW,65.0,56.0,60.5,64.5,56.0,0,0,24,24,24
2024-02-15,KPTN,68.0,52.0,60.1,67.6,52.0,0,0,24,24,24
2024-02-15,KREG,69.4,48.0,58.8,68.9,48.0,0,0,24,24,24
2024-02-16,KASD,63.0,54.0,58.8,63.1,54.0,0,0,24,24,24
2024-02-16,KBTR,67.0,58.0,62.4,66.6,58.0,0,0,24,24,24
2024-02-16,KGAO,65.5,55.4,60.7,65.5,55.4,0,0,24,24,24
2024-02-16,KHDC,63.0,52.7,57.7,62.8,52.7,0,0,24,24,24
2024-02-16,KHUM,64.4,56.0,60.5,64.8,56.0,0,0,20,20,24
2024-02-16,KMSY,64.0,57.0,60.9,64.2,57.0,0,0,24,24,24
2024-02-16,KNEW,66.0,59.0,62.0,66.0,59.0,0,0,24,24,24
2024-02-16,KPTN,62.0,56.0,59.8,62.3,56.0,0,0,24,24,24
2024-02-16,KREG,62.6,56.0,59.6,62.6,56.0,0,0,24,24,24
2024-02-17,KASD,61.0,43.0,50.2,61.1,48.0,0,0,24,24,24
2024-02-17,KBTR,62.0,41.0,47.8,62.1,45.0,0,0,24,24,24
2024-02-17,KGAO,60.8,53.0,59.6,60.9,53.0,0,0,9,9,24
2024-02-17,KHDC,59.4,40.0,47.0,59.6,44.2,0,0,24,24,24
2024-02-17,KHUM,61.0,43.0,51.3,61.2,46.4,0,0,22,22,24
2024-02-17,KMSY,61.0,45.0,51.2,61.2,48.0,0,0,24,24,24
2024-02-17,KNEW,62.0,46.0,52.7,62.1,50.0,0,0,24,24,24
2024-02-17,KPTN,60.0,41.0,48.5,60.2,45.0,0,0,24,24,24
2024-02-17,KREG,61.3,42.0,49.0,61.5,45.3,0,0,24,24,24
2024-02-18,KASD,58.0,36.0,45.1,56.2,38.0,0,0,24,24,24
2024-02-18,KBTR,59.0,35.0,45.4,57.2,35.0,0,0,24,24,24
2024-02-18,KGAO,54.7,50.0,52.4,53.1,,0,0,6,6,24
2024-02-18,KHDC,57.2,33.0,42.6,55.4,33.0,0,0,24,24,24
2024-02-18,KHUM,55.4,37.4,45.0,53.8,37.4,0,0,23,23,24
2024-02-18,KMSY,56.0,41.0,47.2,54.4,41.0,0,0,24,24,24
2024-02-18,KNEW,57.0,42.0,49.8,55.5,42.0,0,0,24,24,24
2024-02-18,KPTN,55.0,37.0,44.7,53.2,37.0,0,0,24,24,24
2024-02-18,KREG,58.5,35.8,44.9,56.8,35.8,0,0,24,24,24
2024-02-19,KASD,61.0,30.0,45.5,59.5,30.0,0,0,24,24,24
2024-02-19,KBTR,63.0,32.0,48.5,61.6,32.0,0,0,24,24,24
2024-02-19,KGAO,59.0,48.2,55.8,57.5,56.0,0,0,9,9,24
2024-02-19,KHDC,61.0,30.4,45.5,59.6,30.4,0,0,24,24,24
2024-02-19,KHUM,60.8,35.6,47.4,59.5,35.6,0,0,23,23,24
2024-02-19,KMSY,62.0,43.0,51.7,60.7,43.0,0,0,24,24,24
2024-02-19,KNEW,61.0,47.0,53.3,59.8,47.0,0,0,24,24,24
2024-02-19,KPTN,59.0,34.0,46.0,57.6,34.0,0,0,24,24,24
2024-02-19,KREG,62.4,32.0,47.2,61.1,32.0,0,0,24,24,24
2024-02-20,KASD,69.0,36.0,53.5,68.3,36.0,0,0,24,24,24
2024-02-20,KBTR,74.0,39.0,57.5,73.5,39.0,0,0,24,24,24
2024-02-20,KGAO,67.5,53.0,60.5,67.0,59.0,0,0,16,16,24
2024-02-20,KHDC,71.4,35.0,53.3,70.8,35.0,0,0,24,24,24
2024-02-20,KHUM,69.8,38.5,54.6,69.4,38.5,0,0,23,23,24
2024-02-20,KMSY,71.0,43.0,57.1,70.5,43.0,0,0,24,24,24
2024-02-20,KNEW,66.0,46.0,57.7,65.6,46.0,0,0,24,24,24
2024-02-20,KPTN,70.0,40.0,54.9,69.6,40.0,0,0,24,24,24
2024-02-20,KREG,72.0,37.8,54.9,71.5,37.8,0,0,24,24,24
2024-02-21,KASD,74.0,45.0,58.8,73.6,45.0,0,0,24,24,24
2024-02-21,KBTR,77.0,47.0,63.2,76.8,47.0,0,0,24,24,24
2024-02-21,KGAO,69.6,49.0,63.2,69.2,49.0,0,0,5,5,24
2024-02-21,KHDC,73.6,43.0,57.9,73.3,43.0,0,0,24,24,24
2024-02-21,KHUM,69.8,43.0,57.4,69.7,43.0,0,0,22,22,24
2024-02-21,KMSY,72.0,49.0,60.3,71.8,49.0,0,0,24,24,24
2024-02-21,KNEW,74.0,51.0,62.6,73.6,51.0,0,0,24,24,24
2024-02-21,KPTN,71.0,48.0,61.0,70.9,48.0,0,0,24,24,24
2024-02-21,KREG,75.2,44.6,60.8,75.0,44.6,0,0,24,24,24
2024-02-22,KASD,76.0,53.0,65.3,75.9,53.0,0,0,24,24,24
2024-02-22,KBTR,79.0,58.0,68.5,78.9,58.0,0,0,24,24,24
2024-02-22,KGAO,73.0,66.0,68.0,73.0,,0,0,10,10,24
2024-02-22,KHDC,75.0,53.0,65.5,74.9,53.0,0,0,24,24,24
2024-02-22,KHUM,71.6,50.7,64.5,71.8,50.7,0,0,23,23,24
2024-02-22,KMSY,75.0,53.0,65.5,75.0,53.0,0,0,24,24,24
2024-02-22,KNEW,75.0,56.0,66.4,75.0,56.0,0,0,24,24,24
2024-02-22,KPTN,73.0,56.0,65.7,73.2,56.0,0,0,24,24,24
2024-02-22,KREG,75.2,55.0,66.4,75.2,55.0,0,0,24,24,24
2024-02-23,KASD,78.0,50.0,67.2,77.4,64.0,0,0,24,24,24
2024-02-23,KBTR,77.0,57.0,68.7,76.4,63.0,0,0,24,24,24
2024-02-23,KGAO,76.5,55.0,67.1,76.2,65.0,0,0,24,24,24
2024-02-23,KHDC,75.2,50.0,65.5,74.5,64.0,0,0,24,24,24
2024-02-23,KHUM,77.0,55.8,67.6,76.6,64.4,0,0,23,23,24
2024-02-23,KMSY,76.0,58.0,68.2,75.5,66.0,0,0,24,24,24
2024-02-23,KNEW,70.0,62.0,65.3,69.8,63.0,0,0,24,24,24
2024-02-23,KPTN,75.0,55.0,66.8,74.3,62.0,0,0,24,24,24
2024-02-23,KREG,77.0,53.8,68.5,76.3,66.2,0,0,24,24,24
2024-02-24,KASD,78.0,43.0,58.4,77.2,43.0,0,0,24,24,24
2024-02-24,KBTR,78.0,46.0,61.9,77.1,46.0,0,0,24,24,24
2024-02-24,KGAO,75.0,44.8,62.2,74.0,44.8,0,0,24,24,24
2024-02-24,KHDC,75.7,40.5,57.5,74.8,40.5,0,0,24,24,24
2024-02-24,KHUM,75.2,46.4,61.2,74.3,46.4,0,0,23,23,24
2024-02-24,KMSY,76.0,48.0,63.0,75.2,48.0,0,0,24,24,24
2024-02-24,KNEW,71.0,59.0,63.9,70.5,59.0,0,0,24,24,24
2024-02-24,KPTN,75.0,45.0,60.5,74.1,45.0,0,0,24,24,24
2024-02-24,KREG,76.3,43.7,60.4,75.4,43.7,0,0,24,24,24
2024-02-25,KASD,74.0,38.0,58.2,73.4,38.0,0,0,24,24,24
2024-02-25,KBTR,79.0,42.0,61.7,78.4,42.0,0,0,24,24,24
2024-02-25,KGAO,73.4,44.0,59.7,72.6,44.0,0,0,24,24,24
2024-02-25,KHDC,75.6,38.3,58.0,74.8,38.3,0,0,24,24,24
2024-02-25,KHUM,73.4,42.8,58.8,72.9,42.8,0,0,23,23,24
2024-02-25,KMSY,75.0,49.0,62.2,74.3,49.0,0,0,24,24,24
2024-02-25,KNEW,76.0,52.0,64.5,75.3,52.0,0,0,24,24,24
2024-02-25,KPTN,73.0,44.0,59.5,72.5,44.0,0,0,24,24,24
2024-02-25,KREG,76.5,41.4,60.5,75.9,41.4,0,0,24,24,24
2024-02-26,KASD,79.0,48.0,65.2,78.9,48.0,0,0,24,24,24
2024-02-26,KBTR,80.0,51.0,67.7,80.9,51.0,0,0,24,24,24
2024-02-26,KGAO,75.4,50.0,65.3,75.5,50.0,0,0,24,24,24
2024-02-26,KHDC,80.4,46.4,64.7,80.0,46.4,0,0,24,24,24
2024-02-26,KHUM,75.2,52.0,65.6,75.3,52.0,0,0,22,22,24
2024-02-26,KMSY,80.0,54.0,67.5,79.9,54.0,0,0,24,24,24
2024-02-26,KNEW,79.0,57.0,68.6,79.0,57.0,0,0,24,24,24
2024-02-26,KPTN,74.0,53.0,65.7,74.3,53.0,0,0,24,24,24
2024-02-26,KREG,78.6,49.3,65.8,78.7,49.3,0,0,24,24,24
2024-02-27,KASD,80.0,66.0,71.8,81.4,66.0,0,0,24,24,24
2024-02-27,KBTR,84.0,69.0,74.9,84.3,69.0,0,0,24,24,24
2024-02-27,KGAO,76.0,66.6,70.4,76.3,66.6,0,0,24,24,24
2024-02-27,KHDC,80.4,65.7,71.9,81.5,65.7,0,0,24,24,24
2024-02-27,KHUM,77.0,66.2,71.0,77.1,66.2,0,0,23,23,24
2024-02-27,KMSY,79.0,66.0,71.8,79.3,66.0,0,0,24,24,24
2024-02-27,KNEW,78.0,68.0,72.8,78.3,68.0,0,0,24,24,24
2024-02-27,KPTN,76.0,66.0,70.2,76.5,66.0,0,0,24,24,24
2024-02-27,KREG,80.0,69.0,73.5,81.5,69.0,0,0,24,24,24
2024-02-28,KASD,79.0,58.0,69.7,79.3,69.0,0,0,24,24,24
2024-02-28,KBTR,78.0,54.0,68.8,78.4,72.0,0,0,24,24,24
2024-02-28,KGAO,77.7,60.8,70.3,77.9,67.6,0,0,24,24,24
2024-02-28,KHDC,77.0,54.3,67.4,77.3,69.8,0,0,24,24,24
2024-02-28,KHUM,78.8,59.4,70.0,79.0,66.2,0,0,23,23,24
2024-02-28,KMSY,80.0,59.0,69.4,82.1,62.0,0,0,24,24,24
2024-02-28,KNEW,78.0,61.0,69.8,78.2,67.0,0,0,24,24,24
2024-02-28,KPTN,75.0,57.0,68.1,75.5,68.0,0,0,24,24,24
2024-02-28,KREG,78.0,57.0,69.9,78.3,71.6,0,0,24,24,24
2024-02-29,KASD,59.0,49.0,55.6,57.5,55.0,0,0,24,24,24
2024-02-29,KBTR,59.0,54.0,55.8,57.5,54.0,0,0,24,24,24
2024-02-29,KGAO,61.0,55.8,58.7,60.0,57.2,0,0,24,24,24
2024-02-29,KHDC,55.6,50.0,53.1,54.0,52.3,0,0,24,24,24
2024-02-29,KHUM,60.8,52.0,57.6,59.9,55.4,0,0,22,22,24
2024-02-29,KMSY,59.0,52.0,57.5,57.8,57.0,0,0,24,24,24
2024-02-29,KNEW,61.0,54.0,58.3,59.8,57.0,0,0,24,24,24
2024-02-29,KPTN,61.0,50.0,56.2,60.0,55.0,0,0,24,24,24
2024-02-29,KREG,59.7,50.0,56.3,58.3,55.4,0,0,24,24,24
2024-03-01,KASD,64.0,48.0,57.5,64.2,48.0,0,0,24,24,24
2024-03-01,KBTR,60.0,46.0,53.0,59.7,46.0,0,0,24,24,24
2024-03-01,KGAO,75.7,55.2,64.7,76.3,55.2,0,0,24,24,24
2024-03-01,KHDC,57.0,44.8,51.7,56.9,44.8,0,0,24,24,24
2024-03-01,KHUM,66.2,51.0,58.0,66.6,51.0,0,0,22,22,24
2024-03-01,KMSY,61.0,53.0,57.8,61.2,53.0,0,0,24,24,24
2024-03-01,KNEW,66.0,53.0,60.4,66.3,53.0,0,0,24,24,24
2024-03-01,KPTN,57.0,51.0,54.1,57.0,51.0,0,0,24,24,24
2024-03-01,KREG,59.0,48.2,53.7,58.9,48.2,0,0,24,24,24
2024-03-02,KASD,70.0,55.0,62.4,70.1,55.0,0,0,24,24,24
2024-03-02,KBTR,75.0,55.0,63.9,75.1,55.0,0,0,24,24,24
2024-03-02,KGAO,65.3,60.0,62.6,65.5,60.0,0,0,24,24,24
2024-03-02,KHDC,69.8,52.7,59.5,69.9,52.7,0,0,24,24,24
2024-03-02,KHUM,69.8,57.6,62.4,70.0,57.6,0,0,23,23,24
2024-03-02,KMSY,66.0,58.0,61.5,66.2,58.0,0,0,24,24,24
2024-03-02,KNEW,65.0,58.0,62.4,65.2,58.0,0,0,24,24,24
2024-03-02,KPTN,69.0,56.0,61.0,69.3,56.0,0,0,24,24,24
2024-03-02,KREG,71.0,56.0,61.7,71.1,56.0,0,0,24,24,24
2024-03-03,KASD,78.0,63.0,69.2,78.2,63.0,0,0,24,24,24
2024-03-03,KBTR,80.0,65.0,71.1,81.8,65.0,0,0,24,24,24
2024-03-03,KGAO,77.0,61.7,69.1,77.4,61.7,0,0,24,24,24
2024-03-03,KHDC,75.2,62.6,67.9,75.5,62.6,0,0,24,24,24
2024-03-03,KHUM,77.0,62.0,69.2,77.7,62.0,0,0,23,23,24
2024-03-03,KMSY,79.0,63.0,70.1,79.5,63.0,0,0,24,24,24
2024-03-03,KNEW,77.0,64.0,69.2,77.3,64.0,0,0,24,24,24
2024-03-03,KPTN,77.0,63.0,69.6,77.6,63.0,0,0,24,24,24
2024-03-03,KREG,78.6,64.4,70.4,79.0,64.4,0,0,24,24,24
2024-03-04,KASD,72.0,64.0,68.4,72.5,67.0,0,0,24,24,24
2024-03-04,KBTR,75.0,67.0,69.8,75.5,69.0,0,0,24,24,24
2024-03-04,KGAO,74.0,66.0,70.1,74.6,69.0,0,0,24,24,24
2024-03-04,KHDC,76.3,65.3,68.6,76.8,66.2,0,0,24,24,24
2024-03-04,KHUM,77.0,66.2,70.7,77.7,69.8,0,0,23,23,24
2024-03-04,KMSY,74.0,66.0,69.4,74.6,68.0,0,0,24,24,24
2024-03-04,KNEW,71.0,66.0,68.3,71.5,68.0,0,0,24,24,24
2024-03-04,KPTN,78.0,67.0,71.2,78.7,69.0,0,0,24,24,24
2024-03-04,KREG,76.0,65.3,69.5,76.5,68.4,0,0,24,24,24
2024-03-05,KASD,72.0,59.0,66.8,72.3,65.0,0,0,24,24,24
2024-03-05,KBTR,72.0,63.0,66.9,72.2,66.0,0,0,24,24,24
2024-03-05,KGAO,72.5,62.0,67.3,72.7,66.6,0,0,24,24,24
2024-03-05,KHDC,68.7,59.0,64.8,69.1,63.5,0,0,24,24,24
2024-03-05,KHUM,71.6,61.0,67.2,72.1,66.2,0,0,20,20,24
2024-03-05,KMSY,72.0,61.0,66.8,72.4,66.0,0,0,24,24,24
2024-03-05,KNEW,73.0,61.0,67.8,73.3,67.0,0,0,24,24,24
2024-03-05,KPTN,75.0,58.0,67.4,75.5,66.0,0,0,23,23,24
2024-03-05,KREG,77.7,58.6,68.7,77.5,65.3,0,0,24,24,24
2024-03-06,KASD,82.0,58.0,67.5,81.4,58.0,0,0,24,24,24
2024-03-06,KBTR,84.0,57.0,69.1,83.1,57.0,0,0,24,24,24
2024-03-06,KGAO,76.5,60.0,68.5,76.3,61.0,0,0,18,18,24
2024-03-06,KHDC,80.4,57.2,67.7,80.6,58.0,0,0,18,18,24
2024-03-06,KHUM,78.8,59.0,69.0,78.9,59.0,0,0,19,19,24
2024-03-06,KMSY,78.0,59.0,67.9,78.1,59.0,0,0,24,24,24
2024-03-06,KNEW,73.0,63.0,67.5,73.2,63.0,0,0,24,24,24
2024-03-06,KPTN,79.0,55.0,66.4,79.0,55.0,0,0,24,24,24
2024-03-06,KREG,82.0,59.5,71.1,81.4,59.5,0,0,18,18,24
2024-03-07,KASD,79.0,56.0,67.1,79.0,56.0,0,0,24,24,24
2024-03-07,KBTR,83.0,61.0,70.9,81.9,61.0,0,0,24,24,24
2024-03-07,KGAO,75.2,56.5,67.7,75.3,56.5,0,0,24,24,24
2024-03-07,KHDC,77.7,51.3,65.4,77.7,51.3,0,0,24,24,24
2024-03-07,KHUM,77.0,57.0,67.8,77.1,57.0,0,0,23,23,24
2024-03-07,KMSY,79.0,60.0,69.6,79.0,60.0,0,0,24,24,24
2024-03-07,KNEW,80.0,65.0,71.0,80.0,65.0,0,0,23,23,24
2024-03-07,KPTN,77.0,57.0,67.8,77.1,57.0,0,0,24,24,24
2024-03-07,KREG,81.3,57.2,69.6,81.1,57.2,0,0,24,24,24
2024-03-08,KASD,78.0,64.0,70.7,78.6,65.0,0,0,24,24,24
2024-03-08,KBTR,82.0,64.0,71.9,86.3,67.0,0,0,24,24,24
2024-03-08,KGAO,78.0,70.0,73.1,78.6,70.0,0,0,24,24,24
2024-03-08,KHDC,76.3,61.5,68.4,77.0,62.8,0,0,24,24,24
2024-03-08,KHUM,78.8,67.6,73.3,79.8,69.4,0,0,23,23,24
2024-03-08,KMSY,77.0,66.0,72.2,77.7,69.0,0,0,24,24,24
2024-03-08,KNEW,79.0,67.0,73.5,79.7,69.0,0,0,24,24,24
2024-03-08,KPTN,77.0,66.0,72.5,77.9,69.0,0,0,24,24,24
2024-03-08,KREG,79.7,65.3,72.6,83.6,68.5,0,0,24,24,24
2024-03-09,KASD,69.0,56.0,63.8,68.8,63.0,0,0,24,24,24
2024-03-09,KBTR,68.0,57.0,63.3,67.8,63.0,0,0,24,24,24
2024-03-09,KGAO,73.2,58.3,65.1,73.8,63.5,0,0,24,24,24
2024-03-09,KHDC,67.6,54.7,61.6,67.4,60.8,0,0,24,24,24
2024-03-09,KHUM,67.6,56.7,63.6,68.1,62.6,0,0,22,22,24
2024-03-09,KMSY,68.0,58.0,64.5,67.9,63.0,0,0,24,24,24
2024-03-09,KNEW,69.0,59.0,65.8,68.9,65.0,0,0,24,24,24
2024-03-09,KPTN,66.0,56.0,62.5,66.5,63.0,0,0,24,24,24
2024-03-09,KREG,69.0,57.4,63.8,68.8,63.0,0,0,24,24,24
2024-03-10,KASD,70.0,46.0,57.1,69.0,46.0,0,0,23,23,23
2024-03-10,KBTR,70.0,47.0,58.8,69.1,47.0,0,0,23,23,23
2024-03-10,KGAO,63.5,49.5,57.1,62.6,53.8,0,0,23,23,23
2024-03-10,KHDC,67.5,43.3,55.2,66.5,43.3,0,0,23,23,23
2024-03-10,KHUM,64.4,48.2,56.5,64.7,48.2,0,0,20,20,23
2024-03-10,KMSY,67.0,54.0,60.1,66.2,54.0,0,0,23,23,23
2024-03-10,KNEW,67.0,55.0,61.0,66.3,55.0,0,0,23,23,23
2024-03-10,KPTN,67.0,51.0,57.9,66.0,51.0,0,0,23,23,23
2024-03-10,KREG,68.7,44.8,58.4,67.8,44.8,0,0,23,23,23
2024-03-11,KASD,68.0,45.0,55.3,67.0,45.0,0,0,24,24,24
2024-03-11,KBTR,72.0,52.0,60.0,70.9,52.0,0,0,24,24,24
2024-03-11,KGAO,68.0,55.6,60.9,67.2,55.6,0,0,24,24,24
2024-03-11,KHDC,69.0,47.3,56.2,67.9,47.3,0,0,24,24,24
2024-03-11,KHUM,69.8,48.2,57.7,69.2,48.2,0,0,24,24,24
2024-03-11,KMSY,67.0,56.0,61.1,66.3,57.0,0,0,24,24,24
2024-03-11,KNEW,67.0,57.0,61.8,66.4,58.0,0,0,24,24,24
2024-03-11,KPTN,69.0,49.0,57.5,68.4,49.0,0,0,24,24,24
2024-03-11,KREG,69.8,46.0,58.2,68.9,46.0,0,0,24,24,24
2024-03-12,KASD,73.0,42.0,58.7,72.5,42.0,0,0,24,24,24
2024-03-12,KBTR,77.0,48.0,63.0,76.8,48.0,0,0,24,24,24
2024-03-12,KGAO,71.2,50.4,62.3,70.9,50.4,0,0,24,24,24
2024-03-12,KHDC,73.4,42.0,58.4,73.1,42.0,0,0,24,24,24
2024-03-12,KHUM,73.4,48.2,61.4,73.3,48.2,0,0,24,24,24
2024-03-12,KMSY,73.0,50.0,62.8,72.8,50.0,0,0,24,24,24
2024-03-12,KNEW,72.0,55.0,63.5,71.8,55.0,0,0,24,24,24
2024-03-12,KPTN,74.0,50.0,61.5,74.0,50.0,0,0,24,24,24
2024-03-12,KREG,75.2,46.0,61.5,75.0,46.0,0,0,24,24,24
2024-03-13,KASD,75.0,54.0,64.8,74.9,54.0,0,0,24,24,24
2024-03-13,KBTR,82.0,61.0,70.9,83.8,61.0,0,0,24,24,24
2024-03-13,KGAO,74.5,58.6,67.9,74.4,58.6,0,0,24,24,24
2024-03-13,KHDC,76.0,55.4,65.2,76.1,55.4,0,0,24,24,24
2024-03-13,KHUM,75.2,59.0,68.0,75.4,59.0,0,0,24,24,24
2024-03-13,KMSY,77.0,61.0,68.1,77.1,61.0,0,0,24,24,24
2024-03-13,KNEW,77.0,61.0,69.0,77.0,61.0,0,0,24,24,24
2024-03-13,KPTN,75.0,59.0,68.2,75.5,59.0,0,0,24,24,24
2024-03-13,KREG,79.0,57.0,68.5,79.3,57.0,0,0,24,24,24
2024-03-14,KASD,82.0,60.0,72.4,86.8,60.0,0,0,24,24,24
2024-03-14,KBTR,87.0,66.0,78.8,91.2,66.0,0,0,17,17,24
2024-03-14,KGAO,80.4,68.0,74.0,84.3,68.0,0,0,24,24,24
2024-03-14,KHDC,82.8,62.8,71.9,86.8,62.8,0,0,24,24,24
2024-03-14,KHUM,80.6,69.0,74.6,85.3,69.0,0,0,23,23,24
2024-03-14,KMSY,82.0,66.0,74.6,87.4,66.0,0,0,24,24,24
2024-03-14,KNEW,84.0,67.0,75.9,89.6,67.0,0,0,24,24,24
2024-03-14,KPTN,81.0,68.0,74.5,86.3,68.0,0,0,24,24,24
2024-03-14,KREG,84.7,66.2,75.0,90.3,66.2,0,0,24,24,24
2024-03-15,KASD,82.0,63.0,71.5,86.3,73.0,0,0,22,22,24
2024-03-15,KBTR,81.0,64.0,73.2,85.3,74.0,0,0,24,24,24
2024-03-15,KGAO,80.4,67.0,73.9,84.3,73.8,0,0,24,24,24
2024-03-15,KHDC,79.0,63.0,70.0,79.7,70.7,0,0,24,24,24
2024-03-15,KHUM,80.6,65.0,73.0,84.6,73.4,0,0,22,22,24
2024-03-15,KMSY,81.0,65.0,73.3,86.8,74.0,0,0,24,24,24
2024-03-15,KNEW,80.0,66.0,73.4,83.8,76.0,0,0,24,24,24
2024-03-15,KPTN,78.0,64.0,72.2,78.9,74.0,0,0,24,24,24
2024-03-15,KREG,80.2,64.6,72.8,85.4,75.0,0,0,24,24,24
2024-03-16,KASD,78.0,61.0,68.1,78.3,61.0,0,0,24,24,24
2024-03-16,KBTR,81.0,62.0,71.0,82.0,62.0,0,0,24,24,24
2024-03-16,KGAO,77.0,64.2,69.7,77.1,65.3,0,0,24,24,24
2024-03-16,KHDC,78.8,60.0,67.6,78.9,60.0,0,0,24,24,24
2024-03-16,KHUM,78.8,62.2,69.1,79.2,62.2,0,0,24,24,24
2024-03-16,KMSY,79.0,64.0,70.2,79.0,64.0,0,0,24,24,24
2024-03-16,KNEW,78.0,66.0,70.4,78.1,66.0,0,0,24,24,24
2024-03-16,KPTN,78.0,62.0,68.7,78.4,62.0,0,0,24,24,24
2024-03-16,KREG,79.7,61.0,69.8,79.9,61.0,0,0,24,24,24
2024-03-17,KASD,69.0,61.0,64.5,69.1,61.0,0,0,24,24,24
2024-03-17,KBTR,75.0,64.0,67.8,75.1,64.0,0,0,24,24,24
2024-03-17,KGAO,71.6,62.8,67.0,71.9,62.8,0,0,24,24,24
2024-03-17,KHDC,71.4,61.7,64.9,71.6,61.7,0,0,24,24,24
2024-03-17,KHUM,69.8,63.7,66.3,70.5,64.6,0,0,23,23,24
2024-03-17,KMSY,69.0,64.0,67.2,69.6,64.0,0,0,24,24,24
2024-03-17,KNEW,71.0,66.0,68.4,71.5,68.0,0,0,24,24,24
2024-03-17,KPTN,70.0,64.0,66.7,70.6,64.0,0,0,24,24,24
